id,triggeredon,asin,brand,city,location,platform,pname,status,status_text,id,triggeredon,brand,bu,category,division,platform,revenue,sku_code,sub_category,units
3160,"2024-06-13 11:00:02.000000",HRMGK3GH8GHDJZ9G,Raaga,Gurgaon,122003,Flipkart,"Raaga PostWaxOil Rose 280ml",1," Add to cart",78,"2024-05-31 12:30:25.000000","Raaga Professional",EC,"Body Care",PR,Flipkart,2415.3000000000002,HRMGK3GH8GHDJZ9G,Waxes,NULL
3075,"2024-05-01 00:00:00.000000",B01GA0TS6K,Raaga,"Hyderabad City",500001,Amazon,"Raaga Color Protect Conditioner 1000ml",1,"Add to Cart",91,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,2516.9000000000001,B01GA0TS6K,Conditioner,NULL
2791,"2024-06-27 11:00:10.000000",B01GA0TS6K,Raaga,Delhi,110075,Amazon,"Raaga Color Protect Conditioner 1000ml",1,"Add to Cart",91,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,2516.9000000000001,B01GA0TS6K,Conditioner,NULL
3031,"2024-06-27 11:00:10.000000",B01LNPYD08,Raaga,Delhi,110075,Amazon,"Raaga Repair & Nourish conditioner 1000ml",0,"Currently unavailable.",98,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,8389.7999999999993,B01LNPYD08,Conditioner,NULL
2729,"2024-06-13 11:00:02.000000",B073XJSVY9,Raaga,Gurgaon,122003,Amazon,"Raaga Anti Hairfall Conditioner 1000ml",1,"Add to Cart",105,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,7550.8000000000002,B073XJSVY9,Conditioner,NULL
2969,"2024-06-13 11:00:02.000000",B073XK2R9V,Raaga,Gurgaon,122003,Amazon,"Raaga Anti Hairfall Conditioner 100ml",1,"Add to Cart",112,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,1716.0999999999999,B073XK2R9V,Conditioner,NULL
2566,"2024-06-28 11:00:05.000000",B07DJG35HT,Raaga,Hyderabad,500003,Amazon,"Raaga Color Protect Conditioner 100ml",1,"Add to Cart",119,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,3050.8000000000002,B07DJG35HT,Conditioner,NULL
2686,"2024-06-28 11:00:05.000000",B07DJG8S57,Raaga,Hyderabad,500003,Amazon,"Raaga Anti Dandruff Conditioner 100ml",1,"Add to Cart",126,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,8771.2000000000007,B07DJG8S57,Conditioner,NULL
2806,"2024-06-28 11:00:05.000000",B07DK6C8GL,Raaga,Hyderabad,500003,Amazon,"Raaga Anti Dandruff Conditioner 1000ml",1,"Add to Cart",133,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,6711.8999999999996,B07DK6C8GL,Conditioner,NULL
2866,"2024-06-28 11:00:05.000000",B07WTMSJCH,Raaga,Delhi,110075,Amazon,"Raaga Anti Frizz Conditioner 1000ml",0,"Currently unavailable.",140,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Amazon,26008.5,B07WTMSJCH,Conditioner,NULL
2362,"2024-05-01 00:00:00.000000",40276266,Meera,Pune,411014,BigBasket,"Meera Enrich Conditioner Coconut 250ml",1,"Add to basketAdd to basket",161,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,"Big Basket",5828,40276266,Conditioner,NULL
3296,"2024-06-08 11:00:04.000000",40276274,Nyle,Chennai,600004,BigBasket,"Nyle Pure  Conditioner ArganOil 250ml",0,NULL,168,"2024-03-19 17:40:20.000000",Nyle,EC,"Hair Care",PC,"Big Basket",260.19999999999999,40276274,Conditioner,NULL
2745,"2024-06-06 11:00:17.000000",40276274,Nyle,Ahemdabad,380009,BigBasket,"Nyle Pure  Conditioner ArganOil 250ml",0,NULL,168,"2024-03-19 17:40:20.000000",Nyle,EC,"Hair Care",PC,"Big Basket",260.19999999999999,40276274,Conditioner,NULL
2422,"2024-05-01 00:00:00.000000",40276274,Nyle,Pune,411014,BigBasket,"Nyle Pure  Conditioner ArganOil 250ml",0,"Notify MeNotify Me",168,"2024-03-19 17:40:20.000000",Nyle,EC,"Hair Care",PC,"Big Basket",260.19999999999999,40276274,Conditioner,NULL
3356,"2024-06-08 11:00:04.000000",40276275,Nyle,Chennai,600004,BigBasket,"Nyle Pure  Conditioner Murumuru 250ml",0,NULL,175,"2024-03-19 17:40:20.000000",Nyle,EC,"Hair Care",PC,"Big Basket",943,40276275,Conditioner,NULL
3105,"2024-06-06 11:00:17.000000",40276275,Nyle,Pune,411007,BigBasket,"Nyle Pure  Conditioner Murumuru 250ml",0,"Notify MeNotify Me",175,"2024-03-19 17:40:20.000000",Nyle,EC,"Hair Care",PC,"Big Basket",943,40276275,Conditioner,NULL
3271,"2024-06-27 11:00:10.000000",B01LYXQVJ5,Spinz,Delhi,110075,Amazon,"Spinz BBTalc Beige 80gm",1,"Add to Cart",179,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,83706.300000000003,B01LYXQVJ5,"BB Talc",NULL
3023,"2024-05-19 00:00:00.000000",CNDFTZ67ZAYVXYX2,Raaga,"Bangalore HQ",560001,Flipkart,"Raaga Anti Hairfall Conditioner 100ml",0,"Sold Out",182,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,4866.1000000000004,CNDFTZ67ZAYVXYX2,Conditioner,NULL
2540,"2024-06-18 11:00:07.000000",CNDFTZ67ZAYVXYX2,Raaga,Delhi,110075,Flipkart,"Raaga Anti Hairfall Conditioner 100ml",1," Add to cart",182,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,4866.1000000000004,CNDFTZ67ZAYVXYX2,Conditioner,NULL
2318,"2024-06-12 11:00:09.000000",CNDFTZ67ZAYVXYX2,Raaga,Gurgaon,122003,Flipkart,"Raaga Anti Hairfall Conditioner 100ml",1," Add to cart",182,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,4866.1000000000004,CNDFTZ67ZAYVXYX2,Conditioner,NULL
3143,"2024-05-19 00:00:00.000000",CNDFWKMKJZXUMYSH,Raaga,"Bangalore HQ",560001,Flipkart,"Raaga Color Protect Conditioner 1000ml",1," Add to cart",189,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,5007.6000000000004,CNDFWKMKJZXUMYSH,Conditioner,NULL
2660,"2024-06-18 11:00:07.000000",CNDFWKMKJZXUMYSH,Raaga,Delhi,110075,Flipkart,"Raaga Color Protect Conditioner 1000ml",1," Add to cart",189,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,5007.6000000000004,CNDFWKMKJZXUMYSH,Conditioner,NULL
2378,"2024-06-12 11:00:09.000000",CNDFWKMKJZXUMYSH,Raaga,Gurgaon,122003,Flipkart,"Raaga Color Protect Conditioner 1000ml",1," Add to cart",189,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,5007.6000000000004,CNDFWKMKJZXUMYSH,Conditioner,NULL
3263,"2024-05-19 00:00:00.000000",CNDFXFPKRNSCDBFM,Raaga,"Bangalore HQ",560001,Flipkart,"Raaga Color Protect Conditioner 100ml",1," Add to cart",196,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,381.39999999999998,CNDFXFPKRNSCDBFM,Conditioner,NULL
2780,"2024-06-18 11:00:07.000000",CNDFXFPKRNSCDBFM,Raaga,Delhi,110075,Flipkart,"Raaga Color Protect Conditioner 100ml",0,"Sold Out",196,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,381.39999999999998,CNDFXFPKRNSCDBFM,Conditioner,NULL
2438,"2024-06-12 11:00:09.000000",CNDFXFPKRNSCDBFM,Raaga,Gurgaon,122003,Flipkart,"Raaga Color Protect Conditioner 100ml",0,"Sold Out",196,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,381.39999999999998,CNDFXFPKRNSCDBFM,Conditioner,NULL
2900,"2024-06-18 11:00:07.000000",CNDG8PDV5BZZNY9W,Raaga,Delhi,110075,Flipkart,"Raaga Repair & Nourish conditioner 1000ml",0,"Sold Out",203,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,12928.799999999999,CNDG8PDV5BZZNY9W,Conditioner,NULL
2498,"2024-06-12 11:00:09.000000",CNDG8PDV5BZZNY9W,Raaga,Gurgaon,122003,Flipkart,"Raaga Repair & Nourish conditioner 1000ml",1," Add to cart",203,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,12928.799999999999,CNDG8PDV5BZZNY9W,Conditioner,NULL
3327,"2024-07-03 11:00:13.000000",B0BYPHZ9YK,Spinz,"Lucknow  HQ",201301,Amazon,"Spinz BBCream Gold 15gm",0,"Currently unavailable.",207,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,4759.3000000000002,B0BYPHZ9YK,"BB Cream",NULL
3140,"2024-06-18 11:00:07.000000",CNDG8PDVQ7TAFR3Y,Raaga,Delhi,110075,Flipkart,"Raaga Anti Hairfall Conditioner 1000ml",1," Add to cart",210,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,3355.9000000000001,CNDG8PDVQ7TAFR3Y,Conditioner,NULL
2618,"2024-06-12 11:00:09.000000",CNDG8PDVQ7TAFR3Y,Raaga,Gurgaon,122003,Flipkart,"Raaga Anti Hairfall Conditioner 1000ml",1," Add to cart",210,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,3355.9000000000001,CNDG8PDVQ7TAFR3Y,Conditioner,NULL
2956,"2024-05-01 00:00:00.000000",B0BYPJ1WR4,Spinz,"Bangalore HQ",560001,Amazon,"Spinz BBCream Beige 15gm",1,"Add to Cart",214,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,2745.8000000000002,B0BYPJ1WR4,"BB Cream",NULL
3260,"2024-06-18 11:00:07.000000",CNDG8PDVVMTRFBBY,Raaga,Delhi,110075,Flipkart,"Raaga Repair & Nourish Conditioner 100ml",1," Add to cart",217,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,30667.799999999999,CNDG8PDVVMTRFBBY,Conditioner,NULL
2678,"2024-06-12 11:00:09.000000",CNDG8PDVVMTRFBBY,Raaga,Gurgaon,122003,Flipkart,"Raaga Repair & Nourish Conditioner 100ml",1," Add to cart",217,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,30667.799999999999,CNDG8PDVVMTRFBBY,Conditioner,NULL
3136,"2024-05-01 00:00:00.000000",B0BYPP98Y2,Spinz,"Bangalore HQ",560001,Amazon,"Spinz BBCream Beige 29gm",1,"Add to Cart",221,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,97039.899999999994,B0BYPP98Y2,"BB Cream",NULL
2738,"2024-06-12 11:00:09.000000",CNDG8PDVZ6GFT2ZH,Raaga,Gurgaon,122003,Flipkart,"Raaga Anti Frizz Conditioner 1000ml",1," Add to cart",224,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,6706.8000000000002,CNDG8PDVZ6GFT2ZH,Conditioner,NULL
2544,"2024-05-01 00:00:00.000000",CNDG8PDVZ6GFT2ZH,Raaga,Nagpur,440001,Flipkart,"Raaga Anti Frizz Conditioner 1000ml",1," Add to cart",224,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,6706.8000000000002,CNDG8PDVZ6GFT2ZH,Conditioner,NULL
2350,"2024-06-26 11:00:06.000000",CNDG8PDVZ6GFT2ZH,Raaga,"Bangalore HQ",560001,Flipkart,"Raaga Anti Frizz Conditioner 1000ml",1," Add to cart",224,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,6706.8000000000002,CNDG8PDVZ6GFT2ZH,Conditioner,NULL
3088,"2024-06-24 11:00:07.000000",40118798,Spinz,"Bangalore HQ",560001,BigBasket,"Spinz BBCream 29gm",1,"Add to basketAdd to basket",228,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,"Big Basket",39332.5,40118798,"BB Cream",NULL
2777,"2024-06-25 11:00:02.000000",40118798,Spinz,Delhi,110075,BigBasket,"Spinz BBCream 29gm",1,"Add to basketAdd to basket",228,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,"Big Basket",39332.5,40118798,"BB Cream",NULL
3084,"2024-05-01 00:00:00.000000",CNDG8PDWN2PTCSHG,Raaga,Nagpur,440001,Flipkart,"Raaga Anti Frizz Conditioner 100ml",0,"Sold Out",231,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,3579.6999999999998,CNDG8PDWN2PTCSHG,Conditioner,NULL
2798,"2024-06-12 11:00:09.000000",CNDG8PDWN2PTCSHG,Raaga,Gurgaon,122003,Flipkart,"Raaga Anti Frizz Conditioner 100ml",1," Add to cart",231,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,3579.6999999999998,CNDG8PDWN2PTCSHG,Conditioner,NULL
2410,"2024-06-26 11:00:06.000000",CNDG8PDWN2PTCSHG,Raaga,"Bangalore HQ",560001,Flipkart,"Raaga Anti Frizz Conditioner 100ml",1," Add to cart",231,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,3579.6999999999998,CNDG8PDWN2PTCSHG,Conditioner,NULL
2774,"2024-06-25 11:00:02.000000",B008KH6ELY,Spinz,Gurgaon,122003,Amazon,"Spinz Regular Talc Exotic 400gm",1,"Add to Cart",236,"2024-03-19 17:40:20.000000",Spinz,EC,"Skin Care",PC,Amazon,18198.400000000001,B008KH6ELY,"Talcum Powder",NULL
2858,"2024-06-12 11:00:09.000000",CNDG8PDWW7KRWSRH,Raaga,Gurgaon,122003,Flipkart,"Raaga Anti Dandruff Conditioner 1000ml",1," Add to cart",238,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,1652.5,CNDG8PDWW7KRWSRH,Conditioner,NULL
2470,"2024-06-26 11:00:06.000000",CNDG8PDWW7KRWSRH,Raaga,"Bangalore HQ",560001,Flipkart,"Raaga Anti Dandruff Conditioner 1000ml",0,"Sold Out",238,"2024-03-19 17:40:20.000000",Raaga,EC,"Hair Care",PR,Flipkart,1652.5,CNDG8PDWW7KRWSRH,Conditioner,NULL
2774,"2024-06-25 11:00:02.000000",B008KH6ELY,Spinz,Gurgaon,122003,Amazon,"Spinz Regular Talc Exotic 400gm",1,"Add to Cart",239,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,15843.4,B008KH6ELY,"Talcum Powder",NULL
3316,"2024-05-01 00:00:00.000000",B009NQUF8O,Spinz,"Chennai Region",600002,Amazon,"Spinz Regular Talc Enchante 400gm",1,"Add to Cart",243,"2024-03-19 17:40:20.000000",Spinz,EC,"Skin Care",PC,Amazon,39465,B009NQUF8O,"Talcum Powder",NULL
2894,"2024-06-25 11:00:02.000000",B009NQUF8O,Spinz,Gurgaon,122003,Amazon,"Spinz Regular Talc Enchante 400gm",0,"Currently unavailable.",243,"2024-03-19 17:40:20.000000",Spinz,EC,"Skin Care",PC,Amazon,39465,B009NQUF8O,"Talcum Powder",NULL
2918,"2024-06-12 11:00:09.000000",CNDGF8QJHGGDHHG4,Meera,Gurgaon,122003,Flipkart,"Meera Enrich Conditioner Coconut 250ml",0,"Sold Out",245,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Flipkart,5126.1000000000004,CNDGF8QJHGGDHHG4,Conditioner,NULL
2724,"2024-05-01 00:00:00.000000",CNDGF8QJHGGDHHG4,Meera,Nagpur,440001,Flipkart,"Meera Enrich Conditioner Coconut 250ml",0,"Sold Out",245,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Flipkart,5126.1000000000004,CNDGF8QJHGGDHHG4,Conditioner,NULL
2530,"2024-06-26 11:00:06.000000",CNDGF8QJHGGDHHG4,Meera,"Bangalore HQ",560001,Flipkart,"Meera Enrich Conditioner Coconut 250ml",0,"Sold Out",245,"2024-03-19 17:40:20.000000",Meera,EC,"Hair Care",PC,Flipkart,5126.1000000000004,CNDGF8QJHGGDHHG4,Conditioner,NULL
3316,"2024-05-01 00:00:00.000000",B009NQUF8O,Spinz,"Chennai Region",600002,Amazon,"Spinz Regular Talc Enchante 400gm",1,"Add to Cart",246,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,39054.5,B009NQUF8O,"Talcum Powder",NULL
2894,"2024-06-25 11:00:02.000000",B009NQUF8O,Spinz,Gurgaon,122003,Amazon,"Spinz Regular Talc Enchante 400gm",0,"Currently unavailable.",246,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Amazon,39054.5,B009NQUF8O,"Talcum Powder",NULL
2763,"2024-06-14 11:00:20.000000",FRNGNZ7UKFZVFHBR,Spinz,Pune,411007,Flipkart,"Spinz BBCream Beige 29gm",0,"Sold Out",249,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Flipkart,10781.4,FRNGNZ7UKFZVFHBR,"BB Cream",NULL
2543,"2024-05-19 00:00:00.000000",FRNGNZ7UKFZVFHBR,Spinz,"Patna HQ",800001,Flipkart,"Spinz BBCream Beige 29gm",0,"Sold Out",249,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,Flipkart,10781.4,FRNGNZ7UKFZVFHBR,"BB Cream",NULL
3221,"2024-05-02 00:00:00.000000",40008469,Spinz,Pune,411014,BigBasket,"Spinz Regular Talc Enchante 400gm",1,"Add to basketAdd to basket",271,"2024-03-19 17:40:20.000000",Spinz,EC,"Skin Care",PC,"Big Basket",9129.7000000000007,40008469,"Talcum Powder",NULL
3221,"2024-05-02 00:00:00.000000",40008469,Spinz,Pune,411014,BigBasket,"Spinz Regular Talc Enchante 400gm",1,"Add to basketAdd to basket",274,"2024-05-31 12:30:25.000000",Spinz,EC,"Skin Care",PC,"Big Basket",11065.1,40008469,"Talcum Powder",NULL
3315,"2024-05-01 00:00:00.000000",B09CPMKH6W,Petterati,Mumbai,400001,Amazon,"Petterati Pine Surface Disinfectant 500ml",1,"Add to Cart",306,"2024-03-19 17:40:20.000000",Petterati,DF,"Household Supplies",DF,Amazon,4197.6999999999998,B09CPMKH6W,"Surface Disinfectant",NULL
3315,"2024-05-01 00:00:00.000000",B09CPMKH6W,Petterati,Mumbai,400001,Amazon,"Petterati Pine Surface Disinfectant 500ml",1,"Add to Cart",309,"2024-05-31 12:30:25.000000",Petterati,DF,"Household Supplies",DF,Amazon,4019.5,B09CPMKH6W,"Surface Disinfectant",NULL
2458,"2024-05-22 11:00:06.000000",B09312G2ZH,Raaga,Calcutta,700027,Amazon,"Raaga SPF50 55ml",0,"Currently unavailable.",334,"2024-03-19 17:40:20.000000",Raaga,EC,"Skin Care",PR,Amazon,80790.300000000003,B09312G2ZH,SPF,NULL
2458,"2024-05-22 11:00:06.000000",B09312G2ZH,Raaga,Calcutta,700027,Amazon,"Raaga SPF50 55ml",0,"Currently unavailable.",337,"2024-05-31 12:30:25.000000","Raaga Professional",EC,"Skin Care",PR,Amazon,84050.800000000003,B09312G2ZH,SPF,NULL
2518,"2024-05-22 11:00:06.000000",B09312GWCB,Raaga,Calcutta,700027,Amazon,"Raaga SPF15 55ml",1,"Add to Cart",341,"2024-03-19 17:40:20.000000",Raaga,EC,"Skin Care",PR,Amazon,63110.599999999999,B09312GWCB,SPF,NULL
2518,"2024-05-22 11:00:06.000000",B09312GWCB,Raaga,Calcutta,700027,Amazon,"Raaga SPF15 55ml",1,"Add to Cart",344,"2024-05-31 12:30:25.000000","Raaga Professional",EC,"Skin Care",PR,Amazon,34493.599999999999,B09312GWCB,SPF,NULL
2638,"2024-05-22 11:00:06.000000",B09312W5LL,Raaga,Calcutta,700027,Amazon,"Raaga SPF30 55ml",1,"Add to Cart",347,"2024-03-19 17:40:20.000000",Raaga,EC,"Skin Care",PR,Amazon,49114.800000000003,B09312W5LL,SPF,NULL
2638,"2024-05-22 11:00:06.000000",B09312W5LL,Raaga,Calcutta,700027,Amazon,"Raaga SPF30 55ml",1,"Add to Cart",350,"2024-05-31 12:30:25.000000","Raaga Professional",EC,"Skin Care",PR,Amazon,50968.199999999997,B09312W5LL,SPF,NULL
2423,"2024-05-19 00:00:00.000000",SNRG8PAY49WFZQD6,Raaga,Delhi,110038,Flipkart,"Raaga SPF15 55ml",1," Add to cart",359,"2024-03-19 17:40:20.000000",Raaga,EC,"Skin Care",PR,Flipkart,75911,SNRG8PAY49WFZQD6,SPF,NULL
2423,"2024-05-19 00:00:00.000000",SNRG8PAY49WFZQD6,Raaga,Delhi,110038,Flipkart,"Raaga SPF15 55ml",1," Add to cart",362,"2024-05-31 12:30:25.000000","Raaga Professional",EC,"Skin Care",PR,Flipkart,62557.599999999999,SNRG8PAY49WFZQD6,SPF,NULL
2483,"2024-05-19 00:00:00.000000",SNRG8PAYS6PGCFAY,Raaga,Delhi,110038,Flipkart,"Raaga SPF50 55ml",1," Add to cart",365,"2024-03-19 17:40:20.000000",Raaga,EC,"Skin Care",PR,Flipkart,159300.79999999999,SNRG8PAYS6PGCFAY,SPF,NULL
2483,"2024-05-19 00:00:00.000000",SNRG8PAYS6PGCFAY,Raaga,Delhi,110038,Flipkart,"Raaga SPF50 55ml",1," Add to cart",368,"2024-05-31 12:30:25.000000","Raaga Professional",EC,"Skin Care",PR,Flipkart,145659.29999999999,SNRG8PAYS6PGCFAY,SPF,NULL
